customer_sk,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,churn_flag,Complain,Satisfaction Score,Card Type,Point Earned,age_group,credit_tier,tenure_band,high_value_flag,estimated_ltv,churn_label,balance_salary_ratio,product_engagement,risk_score,risk_category,effective_start_date,effective_end_date,is_current,record_version
9158,15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71,0,0,2,GOLD,314,25-35,Good,Mature (6-8 yrs),Y,3896.85,Active,0.6787,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,0,4,SILVER,645,25-35,Poor,Loyal (9-10 yrs),Y,3943.45,Active,0.7477,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9160,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48,0,0,1,GOLD,733,25-35,Fair,Mature (6-8 yrs),Y,2397.12,Active,31.063,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9161,15753679,Mullawirraburka,778,France,Male,24,4,0.0,2,1,1,162809.2,0,0,3,DIAMOND,945,Under 25,Very Good,Growing (3-5 yrs),N,651.24,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0,0,3,DIAMOND,264,36-50,Fair,Loyal (9-10 yrs),Y,4171.66,Active,1.83,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1,1,2,PLATINUM,941,51-65,Fair,Mature (6-8 yrs),Y,2265.55,Churned,4.1513,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
9164,15802368,Ch'Eng,608,France,Female,47,6,0.0,1,1,1,126012.57,0,0,5,SILVER,725,36-50,Fair,Mature (6-8 yrs),N,756.08,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0,0,5,DIAMOND,524,36-50,Good,Mature (6-8 yrs),N,140.76,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0,0,1,GOLD,320,36-50,Fair,New (0-2 yrs),Y,2951.05,Active,2.4328,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1,1,3,SILVER,803,25-35,Fair,New (0-2 yrs),Y,3101.6,Churned,0.8002,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9168,15645353,Chubb,607,France,Male,26,1,0.0,1,1,0,29818.2,0,0,2,GOLD,543,25-35,Fair,New (0-2 yrs),N,29.82,Active,0.0,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0,0,5,DIAMOND,302,36-50,Good,Mature (6-8 yrs),Y,3999.28,Active,1.344,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,0,0,3,PLATINUM,298,36-50,Very Good,Mature (6-8 yrs),N,883.11,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9171,15616028,T'Ao,694,France,Male,30,2,0.0,3,0,1,15039.41,0,0,4,DIAMOND,392,25-35,Good,New (0-2 yrs),N,30.08,Active,0.0,5,4,Medium Risk,2026-04-19,9999-12-31,1,1
9172,15660475,Ndubueze,432,France,Female,54,9,0.0,1,0,1,76621.49,0,0,1,PLATINUM,739,51-65,Poor,Loyal (9-10 yrs),N,689.59,Active,0.0,3,2,Low Risk,2026-04-19,9999-12-31,1,1
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,0,3,SILVER,436,36-50,Very Good,Mature (6-8 yrs),Y,3543.99,Active,1.5057,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,1,2,SILVER,831,36-50,Good,Mature (6-8 yrs),Y,2590.73,Churned,21.1561,3,1,Low Risk,2026-04-19,9999-12-31,1,1
9175,15628059,Derose,529,France,Male,61,1,0.0,2,1,1,191370.97,0,0,5,SILVER,589,51-65,Poor,New (0-2 yrs),N,191.37,Active,0.0,5,3,Medium Risk,2026-04-19,9999-12-31,1,1
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0,0,4,PLATINUM,545,36-50,Poor,Mature (6-8 yrs),Y,3824.15,Active,0.6658,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9177,15610433,Kwemto,573,France,Male,35,9,0.0,2,1,0,11743.89,0,0,4,DIAMOND,253,25-35,Poor,Loyal (9-10 yrs),N,105.7,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9178,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0,0,2,GOLD,816,25-35,Poor,Growing (3-5 yrs),Y,3210.27,Active,1.0229,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9179,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0,0,2,GOLD,558,36-50,Very Good,Mature (6-8 yrs),Y,3381.25,Active,0.7293,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0,0,5,DIAMOND,711,25-35,Good,Loyal (9-10 yrs),Y,3697.43,Active,0.6956,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9181,15568326,Kenenna,637,France,Female,44,2,0.0,2,1,0,149665.65,0,0,2,GOLD,348,36-50,Fair,New (0-2 yrs),N,299.33,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
9182,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0,0,3,SILVER,710,36-50,Good,New (0-2 yrs),N,91.57,Active,0.0,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9183,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0,0,4,PLATINUM,845,25-35,Fair,,Y,2854.12,Active,1.1216,2,5,High Risk,2026-04-19,9999-12-31,1,1
9184,15676091,Iloerika,543,France,Male,42,7,0.0,1,1,1,56650.47,0,0,5,SILVER,716,36-50,Poor,Mature (6-8 yrs),N,396.55,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
9185,15716984,Palermo,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0,0,4,GOLD,736,51-65,Good,Growing (3-5 yrs),N,338.58,Active,0.0,3,5,High Risk,2026-04-19,9999-12-31,1,1
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0,0,3,GOLD,416,25-35,Fair,Mature (6-8 yrs),Y,4121.71,Active,1.0902,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0,0,4,PLATINUM,949,51-65,Fair,Growing (3-5 yrs),Y,2907.57,Active,0.6013,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
9188,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0,0,3,SILVER,895,36-50,Fair,Growing (3-5 yrs),N,1352.36,Active,1.5785,4,0,Low Risk,2026-04-19,9999-12-31,1,1
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0,0,3,DIAMOND,997,25-35,Fair,Growing (3-5 yrs),N,707.0,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9190,15793723,Ch'Iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,0,3,GOLD,797,25-35,Fair,Loyal (9-10 yrs),Y,4474.67,Active,0.817,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
9191,15798943,Alexander,646,France,Female,46,8,0.0,2,1,0,133059.15,0,0,5,DIAMOND,594,36-50,Fair,Mature (6-8 yrs),N,1064.47,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0,0,4,DIAMOND,748,25-35,Poor,Mature (6-8 yrs),Y,2959.0,Active,1.1671,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,0,1,GOLD,760,51-65,Excellent,New (0-2 yrs),N,1629.58,Active,2.6228,5,3,Medium Risk,2026-04-19,9999-12-31,1,1
9194,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0,0,2,DIAMOND,489,25-35,Fair,Mature (6-8 yrs),Y,3338.43,Active,3.5433,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0,0,3,DIAMOND,611,36-50,Fair,Mature (6-8 yrs),Y,3839.97,Active,0.6432,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1,1,1,GOLD,674,25-35,Poor,Growing (3-5 yrs),Y,3166.44,Churned,1.2034,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9197,15771535,Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0,0,3,DIAMOND,577,36-50,Very Good,Loyal (9-10 yrs),N,612.08,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9198,15611947,Banks,557,France,Male,34,3,83074.0,1,1,0,132673.22,0,0,2,GOLD,496,25-35,Poor,Growing (3-5 yrs),N,2059.5,Active,0.6262,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0,0,2,PLATINUM,695,25-35,Poor,Growing (3-5 yrs),Y,2923.86,Active,6.4446,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9200,15609083,Tretiakova,544,France,Female,26,6,0.0,1,1,0,100200.4,1,1,4,SILVER,508,25-35,Poor,Mature (6-8 yrs),N,601.2,Churned,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9201,15567923,Barese,739,France,Female,30,6,0.0,1,0,0,122604.44,0,0,2,SILVER,388,25-35,Good,Mature (6-8 yrs),N,735.63,Active,0.0,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0,0,3,DIAMOND,322,36-50,Poor,New (0-2 yrs),Y,2237.97,Active,1.0627,3,5,High Risk,2026-04-19,9999-12-31,1,1
9203,15735782,Macdonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0,0,5,PLATINUM,511,25-35,Poor,Loyal (9-10 yrs),Y,2468.03,Active,22.3207,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9204,15774401,Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1,1,4,SILVER,562,51-65,Very Good,Growing (3-5 yrs),N,494.35,Churned,0.0,2,5,High Risk,2026-04-19,9999-12-31,1,1
9205,15737971,Cowen,646,France,Female,30,5,0.0,2,1,0,13935.32,0,0,3,DIAMOND,786,25-35,Fair,Growing (3-5 yrs),N,69.68,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9206,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77,0,0,2,GOLD,752,25-35,Poor,,Y,2210.54,Active,1.2695,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1,1,5,SILVER,500,51-65,Fair,,Y,2674.47,Churned,27.5174,1,7,Critical Risk,2026-04-19,9999-12-31,1,1
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1,1,5,PLATINUM,336,51-65,Good,Growing (3-5 yrs),Y,2358.84,Churned,5.3436,2,6,High Risk,2026-04-19,9999-12-31,1,1
9209,15744717,Duffy,726,France,Female,44,2,0.0,2,1,1,26733.86,0,0,3,SILVER,655,36-50,Good,New (0-2 yrs),N,53.47,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9210,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7,0,0,2,DIAMOND,591,Under 25,Poor,New (0-2 yrs),Y,2411.42,Active,1.2936,2,5,High Risk,2026-04-19,9999-12-31,1,1
9211,15792650,Watts,432,Spain,Male,36,0,0.0,1,1,1,179540.73,1,1,4,GOLD,659,36-50,Poor,,N,0.0,Churned,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9212,15605531,Daly,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0,0,3,DIAMOND,629,36-50,Poor,Mature (6-8 yrs),N,1039.31,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9213,15605339,Baker,673,France,Female,37,10,0.0,2,1,1,37411.35,0,0,4,PLATINUM,450,36-50,Good,Loyal (9-10 yrs),N,374.11,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9214,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11,0,0,3,GOLD,482,36-50,Fair,Growing (3-5 yrs),N,1972.24,Active,1.0197,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
9215,15812893,Costa,629,France,Female,39,10,0.0,2,1,1,43174.49,1,1,3,DIAMOND,733,36-50,Fair,Loyal (9-10 yrs),N,431.74,Churned,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,1,2,DIAMOND,395,36-50,Fair,Loyal (9-10 yrs),Y,3392.71,Churned,1.8917,7,4,Medium Risk,2026-04-19,9999-12-31,1,1
9217,15701364,Doherty,724,France,Male,30,10,0.0,2,1,1,54265.55,0,0,1,DIAMOND,315,25-35,Good,Loyal (9-10 yrs),N,542.66,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9218,15762588,Kaleski,644,France,Male,31,5,0.0,2,1,1,41872.17,0,0,4,GOLD,782,25-35,Fair,Growing (3-5 yrs),N,209.36,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1,1,4,GOLD,879,36-50,Good,New (0-2 yrs),Y,2518.98,Churned,8.2584,2,5,High Risk,2026-04-19,9999-12-31,1,1
9220,15712596,Huang,499,France,Male,31,4,0.0,1,1,0,25950.49,0,0,4,PLATINUM,699,25-35,Poor,Growing (3-5 yrs),N,103.8,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9221,15600399,Trentino,598,France,Male,60,4,0.0,1,1,0,197727.14,1,1,3,DIAMOND,361,51-65,Fair,Growing (3-5 yrs),N,790.91,Churned,0.0,2,5,High Risk,2026-04-19,9999-12-31,1,1
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1,1,1,GOLD,601,36-50,Fair,Growing (3-5 yrs),Y,2495.48,Churned,1.3684,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9223,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0,0,3,PLATINUM,328,25-35,Poor,Growing (3-5 yrs),Y,2868.81,Active,9.0406,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0,0,3,SILVER,809,65+,Poor,,Y,2576.87,Active,0.9571,4,4,Medium Risk,2026-04-19,9999-12-31,1,1
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0,0,5,PLATINUM,1000,36-50,Good,,N,1736.87,Active,0.5433,3,1,Low Risk,2026-04-19,9999-12-31,1,1
9226,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0,0,2,DIAMOND,728,25-35,Fair,Growing (3-5 yrs),Y,3053.35,Active,0.7368,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9227,15779913,Davidson,586,France,Male,27,5,130231.8,2,1,1,192427.16,0,0,3,PLATINUM,298,25-35,Fair,Growing (3-5 yrs),Y,3566.77,Active,0.6768,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9228,15644977,Goddard,776,France,Female,31,5,0.0,2,1,0,92647.94,0,0,2,DIAMOND,597,25-35,Very Good,Growing (3-5 yrs),N,463.24,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9229,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39,0,0,2,GOLD,412,36-50,Good,New (0-2 yrs),Y,2554.53,Active,0.6095,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9230,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0,0,5,GOLD,547,25-35,Excellent,Growing (3-5 yrs),Y,3152.79,Active,0.6087,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9231,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,0,2,GOLD,810,25-35,Fair,Mature (6-8 yrs),Y,2656.19,Active,4.2194,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9232,15767781,Godfrey,648,France,Male,38,10,82697.28,1,1,0,74846.67,0,0,3,PLATINUM,966,36-50,Fair,Loyal (9-10 yrs),N,2402.41,Active,1.1049,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9233,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3,1,1,3,DIAMOND,286,36-50,Fair,Loyal (9-10 yrs),N,1693.59,Churned,0.4937,6,3,Medium Risk,2026-04-19,9999-12-31,1,1
9234,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0,0,4,PLATINUM,759,25-35,Poor,Growing (3-5 yrs),Y,3013.73,Active,2.2366,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
9235,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1,1,1,GOLD,641,36-50,Fair,Growing (3-5 yrs),Y,2512.85,Churned,4.8723,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9236,15586680,Fleming,462,France,Male,27,4,176913.52,1,1,0,80587.27,0,0,2,SILVER,513,25-35,Poor,Growing (3-5 yrs),Y,3860.62,Active,2.1953,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,0,5,DIAMOND,441,36-50,Fair,Mature (6-8 yrs),N,2478.66,Active,0.7658,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
9238,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1,1,5,PLATINUM,303,36-50,Very Good,Growing (3-5 yrs),Y,2803.71,Churned,0.8839,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
9239,15639133,Ku,773,France,Female,50,4,0.0,2,1,0,129372.94,0,0,4,GOLD,504,36-50,Very Good,Growing (3-5 yrs),N,517.49,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9240,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,0,5,SILVER,356,25-35,Fair,Mature (6-8 yrs),N,2022.11,Active,5.2209,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9241,15723872,Buccho,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0,0,3,DIAMOND,821,36-50,Fair,Loyal (9-10 yrs),N,1683.69,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
9242,15775627,Gordon,509,France,Male,35,8,0.0,2,0,1,67431.28,0,0,3,GOLD,825,25-35,Poor,Mature (6-8 yrs),N,539.45,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
9243,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0,0,3,GOLD,821,25-35,Fair,Loyal (9-10 yrs),Y,3724.24,Active,0.6015,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
9244,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,0,4,PLATINUM,274,36-50,Poor,,Y,2680.13,Active,1.4296,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9245,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0,0,3,PLATINUM,440,Under 25,Poor,Growing (3-5 yrs),Y,3051.7,Active,1.009,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9246,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0,0,5,SILVER,257,36-50,Good,,Y,2410.99,Active,0.686,3,5,High Risk,2026-04-19,9999-12-31,1,1
9247,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83,0,0,5,GOLD,415,Under 25,Very Good,New (0-2 yrs),Y,2874.26,Active,1.6288,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9248,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0,0,1,DIAMOND,841,25-35,Very Good,Mature (6-8 yrs),N,2072.53,Active,1.2456,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9249,15648638,Chia,629,Spain,Male,34,6,0.0,2,1,0,190347.72,0,0,3,DIAMOND,741,25-35,Fair,Mature (6-8 yrs),N,1142.09,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9250,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,0,4,GOLD,318,36-50,Very Good,Mature (6-8 yrs),Y,4138.47,Active,1.703,3,1,Low Risk,2026-04-19,9999-12-31,1,1
9251,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,0,5,GOLD,872,36-50,Good,,Y,2182.43,Active,0.65,3,2,Low Risk,2026-04-19,9999-12-31,1,1
9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0,0,4,DIAMOND,884,36-50,Poor,Mature (6-8 yrs),Y,2348.63,Active,4.3435,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9253,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0,0,5,PLATINUM,458,25-35,Poor,Mature (6-8 yrs),Y,2961.36,Active,6.9122,3,1,Low Risk,2026-04-19,9999-12-31,1,1
9254,15667321,Cocci,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,0,4,SILVER,511,36-50,Fair,Loyal (9-10 yrs),N,1450.9,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9255,15601116,P'An,686,France,Male,32,6,0.0,2,1,1,179093.26,0,0,2,DIAMOND,510,25-35,Good,Mature (6-8 yrs),N,1074.56,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9256,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,1,4,PLATINUM,924,36-50,Excellent,Growing (3-5 yrs),Y,2078.95,Churned,6.3365,5,7,Critical Risk,2026-04-19,9999-12-31,1,1
9257,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0,0,4,PLATINUM,597,36-50,Very Good,Mature (6-8 yrs),Y,2117.79,Active,11.3018,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9258,15688689,Esposito,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0,0,5,DIAMOND,257,36-50,Good,Mature (6-8 yrs),Y,3151.8,Active,6.9392,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9259,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67,0,0,4,DIAMOND,814,Under 25,Poor,,N,1669.2,Active,0.5687,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9260,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23,0,0,5,PLATINUM,513,36-50,Excellent,Growing (3-5 yrs),N,1915.55,Active,0.5725,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
9261,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,0,2,PLATINUM,908,36-50,Very Good,Mature (6-8 yrs),Y,4324.67,Active,1.1996,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9262,15677117,Crawford,629,France,Female,61,6,0.0,2,1,1,133672.61,0,0,5,GOLD,803,51-65,Fair,Mature (6-8 yrs),N,802.04,Active,0.0,5,2,Low Risk,2026-04-19,9999-12-31,1,1
9263,15751445,Chikwado,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0,0,1,SILVER,618,51-65,Good,Mature (6-8 yrs),N,1659.57,Active,1.8285,4,2,Low Risk,2026-04-19,9999-12-31,1,1
9264,15749669,Hargreaves,542,France,Female,31,3,0.0,2,1,1,115217.59,0,0,1,DIAMOND,945,25-35,Poor,Growing (3-5 yrs),N,345.65,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
9265,15656351,Laidley,432,Spain,Male,60,3,0.0,2,1,1,93844.82,0,0,5,DIAMOND,315,51-65,Poor,Growing (3-5 yrs),N,281.53,Active,0.0,5,2,Low Risk,2026-04-19,9999-12-31,1,1
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1,1,1,DIAMOND,917,36-50,Good,New (0-2 yrs),Y,2102.41,Churned,4.7133,1,5,High Risk,2026-04-19,9999-12-31,1,1
9267,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07,0,0,4,PLATINUM,806,36-50,Good,Growing (3-5 yrs),Y,3171.56,Active,1.0304,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
9268,15580912,Mcneill,748,France,Male,32,5,154737.88,2,1,1,172638.13,0,0,2,PLATINUM,486,25-35,Very Good,Growing (3-5 yrs),Y,3957.95,Active,0.8963,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9269,15785183,Chukwuebuka,596,Spain,Male,29,2,0.0,2,1,1,1842.8253000000004,0,0,2,DIAMOND,224,25-35,Fair,New (0-2 yrs),N,3.69,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9270,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0,0,4,PLATINUM,467,25-35,Fair,Growing (3-5 yrs),Y,2876.63,Active,1.3672,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0,0,5,DIAMOND,753,Under 25,Poor,Growing (3-5 yrs),Y,3991.98,Active,1.1468,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9272,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,0,3,PLATINUM,768,36-50,Fair,Mature (6-8 yrs),Y,2787.03,Active,1.5511,4,1,Low Risk,2026-04-19,9999-12-31,1,1
9273,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76,0,0,2,DIAMOND,271,36-50,Good,New (0-2 yrs),Y,3177.16,Active,0.8228,3,5,High Risk,2026-04-19,9999-12-31,1,1
9274,15740160,Okwukwe,616,France,Male,31,1,0.0,2,1,1,54706.75,0,0,3,DIAMOND,852,25-35,Fair,New (0-2 yrs),N,54.71,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
9275,15793425,Watt,560,Spain,Female,33,9,0.0,1,0,1,183358.21,0,0,1,DIAMOND,531,25-35,Poor,Loyal (9-10 yrs),N,1650.22,Active,0.0,3,0,Low Risk,2026-04-19,9999-12-31,1,1
